date,original,trend,seasonal,residual
2024-09-01,11000.0,,218.65840455840436,
2024-09-02,12300.0,,88.93618233618233,
2024-09-03,12240.0,,-184.1471509971507,
2024-09-04,14000.0,,-135.34159544159488,
2024-09-05,11420.0,,413.6861823361822,
2024-09-06,10900.0,,-130.95270655270664,
2024-09-07,10620.0,,-22.258262108262016,
2024-09-08,9440.0,,-365.28603988604027,
2024-09-09,12400.0,,152.93618233618218,
2024-09-10,10060.0,,158.352849002849,
2024-09-11,14000.0,,-81.00826210826247,
2024-09-12,12400.0,,892.0195156695156,
2024-09-13,10900.0,,465.658404558405,
2024-09-14,13640.0,,-69.14715099715086,
2024-09-15,11600.0,,-41.591595441595196,
2024-09-16,12060.0,11694.0,102.50455840455847,263.49544159544155
2024-09-17,11440.0,11759.0,289.6840455840456,-608.6840455840456
2024-09-18,15000.0,11795.0,218.96609686609708,2986.033903133903
2024-09-19,11100.0,11759.333333333332,-467.90569800569824,-191.42763532763388
2024-09-20,11100.0,11727.333333333332,-230.59800569800524,-396.7353276353269
2024-09-21,9660.0,11728.666666666666,-366.897150997151,-1701.769515669515
2024-09-22,11600.0,11725.666666666666,-384.64715099715085,258.9804843304848
2024-09-23,9420.0,11719.666666666666,-593.0360398860399,-1706.6306267806262
2024-09-24,11600.0,11750.0,-24.50826210826156,-125.49173789173844
2024-09-25,15500.0,11794.666666666666,65.24173789173783,3640.091595441596
2024-09-26,10420.0,11806.666666666668,-385.0082621082626,-1001.6584045584052
2024-09-27,9860.0,11781.0,-61.536039886039845,-1859.4639601139602
2024-09-28,12100.0,11764.0,61.797293447293036,274.20270655270696
2024-09-29,10840.0,11709.0,-11.897150997151158,-857.1028490028489
2024-09-30,11600.0,11630.666666666666,427.3250712250707,-457.99173789173676
2024-10-01,12200.0,11642.333333333334,218.65840455840436,339.0082621082617
2024-10-02,15000.0,11674.0,88.93618233618233,3237.0638176638176
2024-10-03,11700.0,11635.666666666666,-184.1471509971507,248.48048433048464
2024-10-04,12400.0,11585.0,-135.34159544159488,950.3415954415949
2024-10-05,11100.0,11578.666666666666,413.6861823361822,-892.3528490028482
2024-10-06,11300.0,11579.333333333332,-130.95270655270664,-148.38062678062548
2024-10-07,10040.0,11554.333333333332,-22.258262108262016,-1492.0750712250701
2024-10-08,9660.0,11628.333333333332,-365.28603988604027,-1603.0472934472918
2024-10-09,14000.0,11709.666666666666,152.93618233618218,2137.3971509971516
2024-10-10,11140.0,11622.333333333332,158.352849002849,-640.6861823361811
2024-10-11,13640.0,11553.0,-81.00826210826247,2168.0082621082624
2024-10-12,11220.0,11600.0,892.0195156695156,-1272.0195156695156
2024-10-13,11060.0,11612.333333333332,465.658404558405,-1017.9917378917371
2024-10-14,10180.0,11630.666666666666,-69.14715099715086,-1381.5195156695152
2024-10-15,10360.0,11742.333333333332,-41.591595441595196,-1340.7417378917369
2024-10-16,14000.0,11780.333333333332,102.50455840455847,2117.1621082621095
2024-10-17,11400.0,11711.666666666664,289.6840455840456,-601.3507122507099
2024-10-18,12740.0,11688.333333333332,218.96609686609708,832.7005698005707
2024-10-19,10320.0,11678.333333333332,-467.90569800569824,-890.4276353276339
2024-10-20,11500.0,11661.666666666664,-230.59800569800524,68.931339031341
2024-10-21,9300.0,11686.666666666668,-366.897150997151,-2019.7695156695167
2024-10-22,10460.0,11782.666666666668,-384.64715099715085,-938.019515669517
2024-10-23,15000.0,11878.666666666668,-593.0360398860399,3714.369373219372
2024-10-24,10900.0,11827.333333333332,-24.50826210826156,-902.8250712250706
2024-10-25,10960.0,11760.333333333334,65.24173789173783,-865.5750712250717
2024-10-26,10800.0,11712.666666666668,-385.0082621082626,-527.6584045584052
2024-10-27,12300.0,11687.0,-61.536039886039845,674.5360398860398
2024-10-28,10400.0,11714.0,61.797293447293036,-1375.797293447293
2024-10-29,13640.0,11818.333333333334,-11.897150997151158,1833.5638176638172
2024-10-30,15500.0,11939.333333333334,427.3250712250707,3133.3415954415955
2024-10-31,10580.0,11946.666666666668,218.65840455840436,-1585.3250712250722
2024-11-01,12500.0,11920.666666666666,88.93618233618233,490.3971509971516
2024-11-02,12800.0,11899.666666666666,-184.1471509971507,1084.4804843304846
2024-11-03,10700.0,11869.0,-135.34159544159488,-1033.6584045584052
2024-11-04,11800.0,11832.333333333334,413.6861823361822,-446.0195156695161
2024-11-05,12100.0,11943.0,-130.95270655270664,287.9527065527067
2024-11-06,15000.0,12092.666666666668,-22.258262108262016,2929.591595441594
2024-11-07,10460.0,12025.333333333332,-365.28603988604027,-1200.0472934472918
2024-11-08,10120.0,11971.666666666664,152.93618233618218,-2004.6028490028464
2024-11-09,11000.0,12004.666666666666,158.352849002849,-1163.0195156695152
2024-11-10,10920.0,11986.666666666668,-81.00826210826247,-985.6584045584054
2024-11-11,12400.0,11961.333333333332,892.0195156695156,-453.35284900284773
2024-11-12,11500.0,12070.333333333332,465.658404558405,-1035.991737891737
2024-11-13,16000.0,12145.333333333334,-69.14715099715086,3923.8138176638167
2024-11-14,11800.0,12053.666666666666,-41.591595441595196,-212.07507122507087
2024-11-15,13000.0,12009.0,102.50455840455847,888.4954415954415
2024-11-16,10840.0,12011.0,289.6840455840456,-1460.6840455840456
2024-11-17,12040.0,11978.0,218.96609686609708,-156.96609686609708
2024-11-18,9180.0,11964.0,-467.90569800569824,-2316.0943019943015
2024-11-19,10440.0,12084.666666666668,-230.59800569800524,-1414.0686609686627
2024-11-20,17000.0,12152.333333333332,-366.897150997151,5214.563817663819
