price_wholesale
27700.0
28300.0
30400.0
32000.0
27400.0
29600.0
26600.0
29000.0
28800.0
30600.0
32000.0
29400.0
31000.0
30000.0
32600.0
28000.0
29000.0
32000.0
29600.0
31000.0
28800.0
28500.0
29600.0
29600.0
30000.0
24400.0
24800.0
33000.0
30600.0
33000.0
26400.0
30000.0
28800.0
31800.0
28400.0
31800.0
26800.0
28600.0
32000.0
30800.0
29400.0
28400.0
29000.0
25400.0
30800.0
32000.0
31600.0
29200.0
29000.0
29800.0
29800.0
28600.0
30000.0
28000.0
32600.0
33200.0
28300.0
28500.0
30600.0
30000.0
26800.0
30200.0
28600.0
28000.0
29200.0
30400.0
33000.0
30600.0
25600.0
27600.0
24800.0
29400.0
26600.0
33000.0
28000.0
25600.0
28100.0
26900.0
28700.0
28700.0
33000.0
28000.0
29200.0
28000.0
29700.0
28100.0
28000.0
33500.0
27500.0
29400.0
26000.0
29400.0
25400.0
30000.0
32000.0
29000.0
24800.0
29000.0
27700.0
27500.0
26600.0
32000.0
32000.0
26900.0
29200.0
29400.0
30600.0
25600.0
25800.0
27700.0
26000.0
26800.0
27200.0
27200.0
27500.0
27900.0
26000.0
29600.0
29000.0
26000.0
26600.0
25600.0
26000.0
29000.0
29600.0
26000.0
26600.0
26600.0
26600.0
28000.0
26600.0
25800.0
27200.0
27200.0
27200.0
26600.0
29000.0
28000.0
26600.0
26600.0
26600.0
25800.0
26600.0
29000.0
27400.0
27400.0
28000.0
27400.0
26600.0
26600.0
26600.0
28000.0
26600.0
26600.0
26400.0
25800.0
26600.0
28000.0
26600.0
26600.0
26600.0
26600.0
26600.0
27200.0
30000.0
30000.0
28800.0
29800.0
26000.0
25200.0
28000.0
26000.0
27000.0
28800.0
27200.0
26200.0
24400.0
25000.0
25000.0
25400.0
25000.0
27200.0
26600.0
25800.0
27400.0
25000.0
29600.0
28200.0
28600.0
25800.0
28000.0
30800.0
23000.0
30800.0
27800.0
27400.0
26800.0
24600.0
28000.0
22000.0
25400.0
26200.0
26200.0
26400.0
28800.0
25400.0
24000.0
27800.0
26000.0
28000.0
30600.0
26200.0
28600.0
24000.0
27400.0
27600.0
29600.0
28600.0
26000.0
28000.0
25000.0
29800.0
30600.0
30800.0
31600.0
34000.0
26000.0
28000.0
27000.0
31600.0
31200.0
27800.0
31800.0
29600.0
29000.0
30400.0
29000.0
29400.0
30000.0
32200.0
30000.0
30400.0
29600.0
30600.0
30400.0
28000.0
27400.0
28200.0
31000.0
30400.0
30400.0
27100.0
29200.0
29200.0
28600.0
29600.0
29000.0
30000.0
29200.0
28200.0
29600.0
28600.0
30600.0
29400.0
31400.0
28100.0
31600.0
26200.0
30200.0
29200.0
28600.0
27300.0
29000.0
31600.0
29000.0
29800.0
30000.0
29200.0
28200.0
30000.0
31400.0
31200.0
29700.0
28000.0
27500.0
27100.0
29600.0
30200.0
28200.0
29200.0
29000.0
28600.0
28400.0
29000.0
28300.0
30200.0
28600.0
28000.0
29100.0
29200.0
29000.0
30400.0
28800.0
29400.0
28000.0
29800.0
28000.0
29400.0
28800.0
32600.0
30000.0
30000.0
30400.0
29600.0
29200.0
27400.0
29400.0
28600.0
29100.0
32600.0
31000.0
28500.0
26900.0
32000.0
27200.0
27200.0
30400.0
30800.0
27400.0
28500.0
26700.0
29200.0
28600.0
30200.0
29400.0
28600.0
28600.0
30200.0
28600.0
28600.0
29600.0
32000.0
29200.0
28800.0
29800.0
31800.0
30400.0
30200.0
32600.0
29900.0
32400.0
30000.0
29200.0
29600.0
26900.0
29800.0
28600.0
28600.0
28500.0
29800.0
30200.0
29200.0
30000.0
29000.0
29000.0
28500.0
32000.0
28000.0
28600.0
28800.0
29200.0
27500.0
26700.0
28800.0
29800.0
28600.0
29800.0
28600.0
29800.0
29000.0
28900.0
28000.0
28800.0
28300.0
30000.0
28200.0
26900.0
31000.0
30000.0
29800.0
32000.0
31000.0
29100.0
31400.0
28800.0
