date,original,trend,seasonal,residual
2024-09-01,88700.0,,4624.709646011396,
2024-09-02,113000.0,,-226.4792428774945,
2024-09-03,117000.0,,-45.12368732193565,
2024-09-04,117200.0,,-2896.868131766383,
2024-09-05,119400.0,,-4367.068131766379,
2024-09-06,119800.0,,-2269.151465099714,
2024-09-07,82700.0,,4493.654090455841,
2024-09-08,100680.0,,9.376312678061936,
2024-09-09,113000.0,,76.73742378917387,
2024-09-10,117000.0,,4731.04297934473,
2024-09-11,117200.0,,3467.959368233616,
2024-09-12,119400.0,,2323.904090455842,
2024-09-13,119800.0,,260.5427015669526,
2024-09-14,74720.0,,4871.737423789175,
2024-09-15,99780.0,,-6631.207020655272,
2024-09-16,59540.0,103687.33333333333,2960.7176075498564,-47108.050940883186
2024-09-17,91240.0,104369.0,-9600.056751424503,-3528.943248575497
2024-09-18,57400.0,103317.0,-10309.902905270652,-35607.097094729346
2024-09-19,94500.0,101344.66666666666,-7407.928546296298,563.261879629641
2024-09-20,82260.0,99826.66666666666,1033.3022229344735,-18599.968889601132
2024-09-21,94020.0,97863.66666666666,-4017.590353988603,173.9236873219461
2024-09-22,94020.0,97183.33333333333,6262.459646011395,-9425.792979344724
2024-09-23,119500.0,97960.33333333334,5115.154090455843,16424.512576210815
2024-09-24,121000.0,98184.0,3930.4040904558383,18885.59590954416
2024-09-25,120000.0,98107.33333333334,5667.98742378917,16224.679242877486
2024-09-26,121000.0,97972.33333333333,-467.79035398860344,23495.457020655274
2024-09-27,121600.0,97297.66666666667,-2919.6514650997156,27221.984798433044
2024-09-28,66680.0,96117.33333333333,-5427.4292428774925,-24009.904090455835
2024-09-29,111080.0,96188.0,6017.737423789176,8874.262576210824
2024-09-30,121100.0,97066.33333333333,738.8207571225059,23294.845909544165
2024-10-01,121300.0,98199.33333333333,4624.709646011396,18475.957020655274
2024-10-02,121300.0,99453.0,-226.4792428774945,22073.479242877496
2024-10-03,45580.0,100715.66666666666,-45.12368732193565,-55090.54297934472
2024-10-04,70280.0,101395.33333333333,-2896.868131766383,-28218.465201566945
2024-10-05,75240.0,101182.33333333333,-4367.068131766379,-21575.26520156695
2024-10-06,46180.0,101479.33333333333,-2269.151465099714,-53030.181868233616
2024-10-07,115500.0,102047.0,4493.654090455841,8959.34590954416
2024-10-08,114500.0,102183.33333333333,9.376312678061936,12307.29035398861
2024-10-09,112600.0,101843.33333333333,76.73742378917387,10679.929242877497
2024-10-10,112800.0,101456.66666666666,4731.04297934473,6612.290353988613
2024-10-11,113300.0,100409.33333333334,3467.959368233616,9422.70729843304
2024-10-12,82820.0,99055.66666666666,2323.904090455842,-18559.5707571225
2024-10-13,85560.0,99268.0,260.5427015669526,-13968.542701566952
2024-10-14,113200.0,99953.66666666666,4871.737423789175,8374.595909544169
2024-10-15,114000.0,99725.66666666666,-6631.207020655272,20905.540353988614
2024-10-16,113300.0,99319.0,2960.7176075498564,11020.282392450143
2024-10-17,112700.0,98889.0,-9600.056751424503,23411.056751424505
2024-10-18,111700.0,99594.0,-10309.902905270652,22415.902905270654
2024-10-19,80980.0,100420.33333333333,-7407.928546296298,-12032.40478703703
2024-10-20,83000.0,100478.0,1033.3022229344735,-18511.302222934475
2024-10-21,111100.0,101563.99999999999,-4017.590353988603,13553.590353988617
2024-10-22,111000.0,101442.33333333334,6262.459646011395,3295.2070206552617
2024-10-23,110700.0,99730.66666666666,5115.154090455843,5854.1792428775
2024-10-24,109400.0,98979.66666666666,3930.4040904558383,6489.929242877504
2024-10-25,108400.0,97886.0,5667.98742378917,4846.01257621083
2024-10-26,69760.0,96812.66666666667,-467.79035398860344,-26584.87631267807
2024-10-27,91620.0,97147.0,-2919.6514650997156,-2607.3485349002844
2024-10-28,109400.0,97920.66666666667,-5427.4292428774925,16906.762576210822
2024-10-29,109500.0,98254.66666666666,6017.737423789176,5227.595909544167
2024-10-30,109000.0,98166.33333333333,738.8207571225059,10094.845909544165
2024-10-31,109000.0,98093.0,4624.709646011396,6282.290353988604
2024-11-01,107800.0,97229.66666666666,-226.4792428774945,10796.812576210838
2024-11-02,101380.0,95593.33333333331,-45.12368732193565,5831.790353988622
2024-11-03,64060.0,95325.66666666666,-2896.868131766383,-28368.798534900274
2024-11-04,84920.0,96357.66666666666,-4367.068131766379,-7070.598534900278
2024-11-05,101660.0,96894.33333333333,-2269.151465099714,7034.818131766386
2024-11-06,52720.0,96987.66666666667,4493.654090455841,-48761.320757122514
2024-11-07,74580.0,97107.66666666666,9.376312678061936,-22537.04297934472
2024-11-08,107460.0,96543.33333333333,76.73742378917387,10839.929242877497
2024-11-09,52320.0,95335.33333333333,4731.04297934473,-47746.37631267806
2024-11-10,109380.0,95557.33333333334,3467.959368233616,10354.70729843304
2024-11-11,106800.0,96847.66666666666,2323.904090455842,7628.429242877501
2024-11-12,108000.0,97540.66666666666,260.5427015669526,10198.790631766391
2024-11-13,110800.0,98039.0,4871.737423789175,7889.262576210825
2024-11-14,111100.0,98647.33333333333,-6631.207020655272,19083.873687321942
2024-11-15,111800.0,98924.66666666666,2960.7176075498564,9914.615725783486
2024-11-16,62400.0,98322.0,-9600.056751424503,-26321.943248575495
2024-11-17,63820.0,98230.66666666666,-10309.902905270652,-24100.763761396003
2024-11-18,112800.0,99765.0,-7407.928546296298,20442.928546296298
2024-11-19,113100.0,101212.0,1033.3022229344735,10854.697777065527
2024-11-20,113200.0,101685.66666666666,-4017.590353988603,15531.923687321945
2024-11-21,114500.0,102872.66666666666,6262.459646011395,5364.873687321948
